base,feature,steerage,persona,question,mean_score,score,text
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,0.2,,7,4.559907882988914,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,0.2,,8,6.405963323550907,7,7
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,0.3,,0,2.005309035036505,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,0.3,,1,1.0422273037565393,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,0.3,,2,2.5865873632720735,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,0.3,,3,1.1064709815951461,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,0.3,,4,3.024853321959603,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,0.3,,5,1.0132666857445947,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,0.3,,6,5.969945245907954,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,0.3,,7,4.35557308572576,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,0.3,,8,6.3102235451352655,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,0.5,,0,2.325752907734184,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,0.5,,1,1.0301458039770568,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,0.5,,2,2.1897242237186494,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,0.5,,3,1.129897371618626,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,0.5,,4,3.7983196440465865,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,0.5,,5,1.0205877715362164,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,0.5,,6,5.984804920070682,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,0.5,,7,3.9937993093690265,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Taking necessary action or responsibility,0.5,,8,6.164467670217051,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",-0.5,,0,2.677894311069263,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",-0.5,,1,2.107858524691752,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",-0.5,,2,6.223827969199071,7,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",-0.5,,3,1.4553312959536686,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",-0.5,,4,4.330147233178976,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",-0.5,,5,1.0771941305564299,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",-0.5,,6,5.628093126451378,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",-0.5,,7,5.6686613540024675,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",-0.5,,8,6.644959433929508,7,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",-0.3,,0,2.3440802991719036,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",-0.3,,1,1.2741592553878072,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",-0.3,,2,4.611519328670756,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",-0.3,,3,1.255434095006623,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",-0.3,,4,2.87569101017081,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",-0.3,,5,1.0240348794664007,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",-0.3,,6,5.837602116811908,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",-0.3,,7,4.765018763376652,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",-0.3,,8,6.3419187569101805,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",-0.2,,0,2.3469937381557036,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",-0.2,,1,1.252143040633878,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",-0.2,,2,4.294068872330369,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",-0.2,,3,1.193388828184048,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",-0.2,,4,2.8556356591900722,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",-0.2,,5,1.019519800400676,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",-0.2,,6,5.973298986143877,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",-0.2,,7,4.6346419880612775,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",-0.2,,8,6.306113828334293,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",-0.1,,0,2.427121805763303,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",-0.1,,1,1.2456383910415516,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",-0.1,,2,4.287080237884496,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",-0.1,,3,1.1855178247709075,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",-0.1,,4,3.0761026665736804,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",-0.1,,5,1.020545713914694,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",-0.1,,6,6.0928397304163,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",-0.1,,7,4.5775500551968875,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",-0.1,,8,6.437945327285537,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",0.0,,0,2.4893327609375597,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",0.0,,1,1.2896268654824001,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",0.0,,2,4.455773655925545,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",0.0,,3,1.215269238380271,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",0.0,,4,3.596951467266684,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",0.0,,5,1.0296054437163156,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",0.0,,6,6.184293286239697,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",0.0,,7,4.682197639971171,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",0.0,,8,6.51859562000638,7,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",0.1,,0,2.643974012069413,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",0.1,,1,1.5674901237380416,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",0.1,,2,5.0811039169697745,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",0.1,,3,1.376495492143986,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",0.1,,4,4.438717506487998,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",0.1,,5,1.0999833785046558,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",0.1,,6,6.2660498464553065,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",0.1,,7,4.986199734814617,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",0.1,,8,6.607741327598886,7,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",0.2,,0,2.9253193611663444,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",0.2,,1,1.9882630335901101,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",0.2,,2,5.815303713851845,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",0.2,,3,1.7723914948415334,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",0.2,,4,5.348782245285063,7,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",0.2,,5,1.5358446915904915,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",0.2,,6,6.384390245056971,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",0.2,,7,5.309990557470251,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",0.2,,8,6.713928333932903,7,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",0.3,,0,3.5657419360213445,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",0.3,,1,2.3155043311597026,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",0.3,,2,6.394468091648786,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",0.3,,3,2.1551745759115333,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",0.3,,4,6.141301423459668,7,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",0.3,,5,2.0313992204836127,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",0.3,,6,6.535301073110114,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",0.3,,7,5.699610757286464,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",0.3,,8,6.84717811908219,7,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",0.5,,0,6.709681249008814,7,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",0.5,,1,6.237815665682868,7,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",0.5,,2,6.799015111393209,7,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",0.5,,3,4.757896486577335,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",0.5,,4,6.9113501879153585,7,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",0.5,,5,5.340104572595199,7,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",0.5,,6,6.807961949354667,7,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",0.5,,7,6.437935893926886,7,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Phrases indicating necessity, obligation or required actions",0.5,,8,6.956160408938797,7,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.5,,0,2.7205865047465947,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.5,,1,1.8912998335804951,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.5,,2,5.765975782828946,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.5,,3,1.829057658511338,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.5,,4,4.0294549602612975,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.5,,5,1.1235250015509939,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.5,,6,5.977026324426957,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.5,,7,4.659016506868349,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.5,,8,6.265243993666912,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.3,,0,2.5833344014148727,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.3,,1,1.4290141758954196,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.3,,2,5.4419145090297905,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.3,,3,1.3385589856187798,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.3,,4,3.995958966836887,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.3,,5,1.0534732939191107,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.3,,6,6.040795122856252,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.3,,7,4.566403895596482,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.3,,8,6.435660103801956,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.2,,0,2.510709982992475,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.2,,1,1.3466027858740153,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.2,,2,5.146666245790411,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.2,,3,1.2334023325275776,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.2,,4,3.8329077617395924,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.2,,5,1.0296941524115872,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.2,,6,6.055528601912798,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.2,,7,4.600161983056879,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.2,,8,6.48464948525266,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.1,,0,2.4945343087338525,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.1,,1,1.3362889721000453,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.1,,2,4.796713716026131,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.1,,3,1.2145164932047225,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.1,,4,3.6811982050946077,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.1,,5,1.0241658417154536,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.1,,6,6.112977445720344,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.1,,7,4.663165452758368,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.1,,8,6.509246907581829,7,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.0,,0,2.4893327609375597,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.0,,1,1.2896268654824001,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.0,,2,4.455773655925545,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.0,,3,1.215269238380271,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.0,,4,3.596951467266684,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.0,,5,1.0296054437163156,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.0,,6,6.184293286239697,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.0,,7,4.682197639971171,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.0,,8,6.51859562000638,7,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.1,,0,2.515549977759822,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.1,,1,1.2672044693416802,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.1,,2,4.325066574893817,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.1,,3,1.2495899295574988,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.1,,4,3.5677006831062075,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.1,,5,1.0372136463110984,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.1,,6,6.295379150741093,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.1,,7,4.8457121507723055,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.1,,8,6.600559905556927,7,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.2,,0,2.554309143260829,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.2,,1,1.2346688267317738,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.2,,2,4.309744439453749,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.2,,3,1.2876765478970207,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.2,,4,3.6424297342229384,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.2,,5,1.0582398362821308,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.2,,6,6.3827243835534055,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.2,,7,5.028755397731312,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.2,,8,6.604070436217876,7,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.3,,0,2.615633413354348,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.3,,1,1.2080973806866087,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.3,,2,4.318535626904799,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.3,,3,1.2180378881295284,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.3,,4,3.7711593170156106,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.3,,5,1.061570706639126,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.3,,6,6.53686949916151,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.3,,7,5.242252176117601,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.3,,8,6.668285504637221,7,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.5,,0,4.452188099886157,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.5,,1,1.5069785860551648,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.5,,2,5.2804180500190165,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.5,,3,1.386368167424346,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.5,,4,4.83420660474976,7,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.5,,5,1.259664247832294,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.5,,6,6.851668413311627,7,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.5,,7,5.836047870040805,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.5,,8,6.894052215480997,7,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expression of necessity, obligation or required actions in advisory contexts",-0.5,,0,2.6783737590858463,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expression of necessity, obligation or required actions in advisory contexts",-0.5,,1,2.002500573515621,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expression of necessity, obligation or required actions in advisory contexts",-0.5,,2,4.28513283243512,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expression of necessity, obligation or required actions in advisory contexts",-0.5,,3,1.449812891817236,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expression of necessity, obligation or required actions in advisory contexts",-0.5,,4,2.73811918468133,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expression of necessity, obligation or required actions in advisory contexts",-0.5,,5,1.0861248539575399,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expression of necessity, obligation or required actions in advisory contexts",-0.5,,6,5.71516897946706,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expression of necessity, obligation or required actions in advisory contexts",-0.5,,7,4.481258084964625,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expression of necessity, obligation or required actions in advisory contexts",-0.5,,8,6.141319022678123,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expression of necessity, obligation or required actions in advisory contexts",-0.3,,0,2.6160232933839667,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expression of necessity, obligation or required actions in advisory contexts",-0.3,,1,1.7429152871878355,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expression of necessity, obligation or required actions in advisory contexts",-0.3,,2,4.322291344744866,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expression of necessity, obligation or required actions in advisory contexts",-0.3,,3,1.3688249042107725,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expression of necessity, obligation or required actions in advisory contexts",-0.3,,4,2.83772761985856,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expression of necessity, obligation or required actions in advisory contexts",-0.3,,5,1.0514821348362846,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expression of necessity, obligation or required actions in advisory contexts",-0.3,,6,5.893321288367224,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expression of necessity, obligation or required actions in advisory contexts",-0.3,,7,4.536072786952594,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expression of necessity, obligation or required actions in advisory contexts",-0.3,,8,6.27555722235135,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expression of necessity, obligation or required actions in advisory contexts",-0.2,,0,2.5828555471620263,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expression of necessity, obligation or required actions in advisory contexts",-0.2,,1,1.6140913951295863,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expression of necessity, obligation or required actions in advisory contexts",-0.2,,2,4.34851486520597,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expression of necessity, obligation or required actions in advisory contexts",-0.2,,3,1.2975877090397172,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expression of necessity, obligation or required actions in advisory contexts",-0.2,,4,2.9277029287981406,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expression of necessity, obligation or required actions in advisory contexts",-0.2,,5,1.036506046091927,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expression of necessity, obligation or required actions in advisory contexts",-0.2,,6,5.99146861176931,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expression of necessity, obligation or required actions in advisory contexts",-0.2,,7,4.576668443657401,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expression of necessity, obligation or required actions in advisory contexts",-0.2,,8,6.344993251432009,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expression of necessity, obligation or required actions in advisory contexts",-0.1,,0,2.541433278984031,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expression of necessity, obligation or required actions in advisory contexts",-0.1,,1,1.4112167517056278,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expression of necessity, obligation or required actions in advisory contexts",-0.1,,2,4.382361319774136,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expression of necessity, obligation or required actions in advisory contexts",-0.1,,3,1.2537747777904216,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expression of necessity, obligation or required actions in advisory contexts",-0.1,,4,3.0949073940394034,4,4
