base,feature,steerage,persona,question,mean_score,score,text
meta-llama/Meta-Llama-3.1-70B-Instruct,Personal obligation or necessity being expressed,0.5,,0,2.941884416053948,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,Personal obligation or necessity being expressed,0.5,,1,1.610273929972895,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Personal obligation or necessity being expressed,0.5,,2,5.394923269116144,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Personal obligation or necessity being expressed,0.5,,3,1.7295924928542312,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Personal obligation or necessity being expressed,0.5,,4,3.6347949974423037,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Personal obligation or necessity being expressed,0.5,,5,1.5025298916233178,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,Personal obligation or necessity being expressed,0.5,,6,6.1344508588907845,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,Personal obligation or necessity being expressed,0.5,,7,4.581652630825436,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,Personal obligation or necessity being expressed,0.5,,8,6.3134569463005645,7,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",-0.5,,0,3.3890561676117597,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",-0.5,,1,2.0390308065391434,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",-0.5,,2,4.7408908127555485,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",-0.5,,3,1.101654811216179,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",-0.5,,4,4.813850601386671,5,5
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",-0.5,,5,1.0139444362286167,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",-0.5,,6,6.120291945401549,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",-0.5,,7,5.141531483716123,5,5
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",-0.5,,8,6.400662930455787,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",-0.3,,0,2.7152564777710984,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",-0.3,,1,1.5673169318628886,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",-0.3,,2,4.373175291420692,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",-0.3,,3,1.161742047613398,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",-0.3,,4,4.186793931054874,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",-0.3,,5,1.0221662238630282,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",-0.3,,6,6.253017884145584,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",-0.3,,7,4.984851183632771,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",-0.3,,8,6.542700665688236,7,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",-0.2,,0,2.703745566367855,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",-0.2,,1,1.4469184213503177,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",-0.2,,2,4.32314715241025,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",-0.2,,3,1.2067669618479482,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",-0.2,,4,4.025055965944098,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",-0.2,,5,1.0238783662760875,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",-0.2,,6,6.276769008887756,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",-0.2,,7,4.919259826364442,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",-0.2,,8,6.58857531506444,7,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",-0.1,,0,2.6310193570941482,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",-0.1,,1,1.3774246751463575,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",-0.1,,2,4.373437786554381,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",-0.1,,3,1.210366629250561,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",-0.1,,4,3.782979073680407,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",-0.1,,5,1.0266346750583246,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",-0.1,,6,6.256845172026588,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",-0.1,,7,4.827718827034537,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",-0.1,,8,6.556824828645109,7,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",0.0,,0,2.4893327609375597,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",0.0,,1,1.2896268654824001,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",0.0,,2,4.455773655925545,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",0.0,,3,1.215269238380271,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",0.0,,4,3.596951467266684,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",0.0,,5,1.0296054437163156,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",0.0,,6,6.184293286239697,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",0.0,,7,4.682197639971171,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",0.0,,8,6.51859562000638,7,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",0.1,,0,2.4102376589860524,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",0.1,,1,1.2571942969867378,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",0.1,,2,4.699730726702521,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",0.1,,3,1.2120025931197635,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",0.1,,4,3.318465850628515,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",0.1,,5,1.0317398910168118,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",0.1,,6,6.109851254688744,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",0.1,,7,4.605290129789735,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",0.1,,8,6.463684060217507,7,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",0.2,,0,2.3249898843057872,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",0.2,,1,1.194401736222318,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",0.2,,2,4.943196984404801,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",0.2,,3,1.2406847847675386,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",0.2,,4,3.2054474501843844,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",0.2,,5,1.042637268171843,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",0.2,,6,6.026354863978788,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",0.2,,7,4.582219141937604,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",0.2,,8,6.43895667036342,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",0.3,,0,2.3033330120522684,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",0.3,,1,1.178268990822759,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",0.3,,2,5.209218494408038,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",0.3,,3,1.2522273675939317,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",0.3,,4,3.000154734344828,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",0.3,,5,1.053653435262619,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",0.3,,6,5.955188979981356,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",0.3,,7,4.442846136602845,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",0.3,,8,6.40608178068065,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",0.5,,0,2.6043732492997,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",0.5,,1,1.1663266614501742,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",0.5,,2,5.771137132780096,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",0.5,,3,1.4642730072049674,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",0.5,,4,3.1487937303478164,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",0.5,,5,1.230704058469364,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",0.5,,6,5.928345846361623,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",0.5,,7,4.267184788722124,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of obligation, intention, or social pressure to take action",0.5,,8,6.341228971810029,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",-0.5,,0,3.820026499146895,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",-0.5,,1,1.0164350646011127,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",-0.5,,2,5.614361976385063,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",-0.5,,3,1.0089922503543765,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",-0.5,,4,5.178343521753403,7,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",-0.5,,5,1.0031348974221885,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",-0.5,,6,5.872556871703164,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",-0.5,,7,4.856746376689298,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",-0.5,,8,6.875929940273131,7,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",-0.3,,0,2.6714699543128786,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",-0.3,,1,1.0295324323823918,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",-0.3,,2,5.628670565794061,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",-0.3,,3,1.0217079231338115,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",-0.3,,4,4.738512215727342,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",-0.3,,5,1.0040907462902309,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",-0.3,,6,6.212280048139865,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",-0.3,,7,4.6846652556659,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",-0.3,,8,6.7716440287661435,7,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",-0.2,,0,2.6177176232261776,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",-0.2,,1,1.0659357293183755,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",-0.2,,2,5.264660542050497,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",-0.2,,3,1.0552664609992501,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",-0.2,,4,4.348295576011489,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",-0.2,,5,1.0071993480183923,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",-0.2,,6,6.216936910482542,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",-0.2,,7,4.649483091746642,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",-0.2,,8,6.693330002021776,7,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",-0.1,,0,2.5719875510547916,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",-0.1,,1,1.1524182962345346,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",-0.1,,2,4.886692592534913,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",-0.1,,3,1.1181210180249028,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",-0.1,,4,3.9866031460208267,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",-0.1,,5,1.013337165134634,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",-0.1,,6,6.192495553648463,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",-0.1,,7,4.711459749398186,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",-0.1,,8,6.623896255391691,7,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",0.0,,0,2.4893327609375597,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",0.0,,1,1.2896268654824001,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",0.0,,2,4.455773655925545,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",0.0,,3,1.215269238380271,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",0.0,,4,3.596951467266684,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",0.0,,5,1.0296054437163156,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",0.0,,6,6.184293286239697,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",0.0,,7,4.682197639971171,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",0.0,,8,6.51859562000638,7,7
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",0.1,,0,2.386732408367558,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",0.1,,1,1.4299916264189176,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",0.1,,2,3.9854217056370245,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",0.1,,3,1.3405218955148699,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",0.1,,4,3.3024668735942435,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",0.1,,5,1.0540852929468965,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",0.1,,6,6.166167753903829,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",0.1,,7,4.768228767592486,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",0.1,,8,6.428215809844357,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",0.2,,0,2.156252999648008,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",0.2,,1,1.5263538777056216,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",0.2,,2,3.4116469778741787,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",0.2,,3,1.4048725057345315,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",0.2,,4,3.178840468046354,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",0.2,,5,1.075916895771492,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",0.2,,6,6.1439087689946446,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",0.2,,7,4.9498139830063925,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",0.2,,8,6.360586413807707,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",0.3,,0,2.081666733517014,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",0.3,,1,1.625892494740525,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",0.3,,2,2.8248313379388,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",0.3,,3,1.6189713035805902,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",0.3,,4,3.208539628835027,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",0.3,,5,1.095616253046811,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",0.3,,6,6.073503867885754,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",0.3,,7,5.1558480489219,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",0.3,,8,6.266045195079191,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",0.5,,0,2.7234378021294847,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",0.5,,1,2.6403135488469465,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",0.5,,2,2.7554824274757888,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",0.5,,3,3.274208951844874,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",0.5,,4,4.107497359153407,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",0.5,,5,1.8951014323120023,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",0.5,,6,6.0251596483495,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",0.5,,7,5.619212632546892,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation or requirement",0.5,,8,6.054323890806874,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.5,,0,2.7205865047465947,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.5,,1,1.8912998335804951,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.5,,2,5.765975782828946,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.5,,3,1.829057658511338,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.5,,4,4.0294549602612975,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.5,,5,1.1235250015509939,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.5,,6,5.977026324426957,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.5,,7,4.659016506868349,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.5,,8,6.265243993666912,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.3,,0,2.5833344014148727,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.3,,1,1.4290141758954196,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.3,,2,5.4419145090297905,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.3,,3,1.3385589856187798,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.3,,4,3.995958966836887,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.3,,5,1.0534732939191107,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.3,,6,6.040795122856252,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.3,,7,4.566403895596482,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.3,,8,6.435660103801956,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.2,,0,2.510709982992475,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.2,,1,1.3466027858740153,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.2,,2,5.146666245790411,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.2,,3,1.2334023325275776,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.2,,4,3.8329077617395924,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.2,,5,1.0296941524115872,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.2,,6,6.055528601912798,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.2,,7,4.600161983056879,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.2,,8,6.48464948525266,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.1,,0,2.4945343087338525,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.1,,1,1.3362889721000453,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.1,,2,4.796713716026131,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.1,,3,1.2145164932047225,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.1,,4,3.6811982050946077,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.1,,5,1.0241658417154536,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.1,,6,6.112977445720344,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.1,,7,4.663165452758368,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",-0.1,,8,6.509246907581829,6,6
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.0,,0,2.4893327609375597,2,2
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.0,,1,1.2896268654824001,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.0,,2,4.455773655925545,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.0,,3,1.215269238380271,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.0,,4,3.596951467266684,4,4
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.0,,5,1.0296054437163156,1,1
meta-llama/Meta-Llama-3.1-70B-Instruct,"Expressions of necessity, obligation, or required action",0.0,,6,6.184293286239697,6,6
